kode_desa,kode_provinsi,kode_kabupaten,kode_kecamatan,nama_kelurahan,kode_pos
"2009","13","01","11","Tanjung Pondok Tapan","25672"
"2010","13","01","11","Batang Betung Tapan","25672"
"2016","13","01","11","Bukit Buai Tapan","25672"
"2017","13","01","11","Riak Danau Tapan","25672"
"2018","13","01","11","Koto Anau Tapan","25672"
"2019","13","01","11","Dusun Baru Tapan","25672"
"2001","13","01","12","Puluik-Puluik","25653"
"2002","13","01","12","Koto Ranah","25653"
"2003","13","01","12","Muaro Aie","25653"
"2004","13","01","12","Pancuang Taba","25653"
"2005","13","01","12","Puluik-Puluik Selatan","25653"
"2006","13","01","12","Limau Gadang Pancung Taba","25653"
"2001","13","01","13","Inderapura Utara","25673"
"2002","13","01","13","Muara Inderapura","25673"
"2003","13","01","13","Damar Lapan Batang Inderapura","25673"
"2004","13","01","13","Lalang Panjang Inderapura","25673"
"2005","13","01","13","Palokan Inderapura","25673"
"2006","13","01","13","Lubuk Betung Inderapura","25673"
"2007","13","01","13","Tluk Kualo Inderapura","25673"
"2008","13","01","13","Tanah Bakali Inderapura","25673"
"2009","13","01","13","Inderapura Timur","25673"
"2010","13","01","13","Pulau Rajo Inderapura","25673"
"2001","13","01","14","Sungai Gambir Sako Tapan","25670"
"2002","13","01","14","Limau Purut Tapan","25670"
"2003","13","01","14","Talang Balarik Tapan","25670"
"2004","13","01","14","Tebing Tinggi Tapan","25670"
"2005","13","01","14","Binjai Tapan","25670"
"2006","13","01","14","Sungai Pinang Tapan","25670"
"2007","13","01","14","Talang Koto Pulai Tapan","25670"
"2008","13","01","14","Kampung Tengah Tapan","25670"
"2009","13","01","14","Kubu Tapan","25670"
"2010","13","01","14","Simpang Gunung Tapan","25670"
"2001","13","01","15","Silaut","25675"
"2002","13","01","15","Sungai Sirah","25675"
"2003","13","01","15","Sungai Sarik","25675"
"2004","13","01","15","Sungai Pulai","25675"
"2005","13","01","15","Pasir Binjai","25675"
"2006","13","01","15","Talang Binjai","25675"
"2007","13","01","15","Durian Seribu","25675"
"2008","13","01","15","Lubuk Bunta","25675"
"2009","13","01","15","Air Hitam","25675"
"2010","13","01","15","Sambungo","25675"
"2001","13","02","03","Lolo","27373"
"2002","13","02","03","Surian","27373"
"2001","13","02","04","Alahan Panjang","27371"
"2002","13","02","04","Sungai Nanam","27371"
"2003","13","02","04","Salimpat","27371"
"2004","13","02","04","Aie Dingin","27371"
"2001","13","02","05","Supayang","27387"
"2002","13","02","05","Sirukam","27387"
"2003","13","02","05","Aie Luo","27387"
"2001","13","02","06","Batu Banyak","27384"
"2002","13","02","06","Batu Bajanjang","27384"
"2003","13","02","06","Koto Laweh","27384"
"2004","13","02","06","Limau Lunggo","27384"
"2005","13","02","06","Koto Gadang Koto Anau","27384"
"2006","13","02","06","Selayo Tanang B. Sileh","27384"
"2001","13","02","07","Cupak","27365"
"2002","13","02","07","Talang","27365"
"2003","13","02","07","Koto Gadang Guguak","27365"
"2004","13","02","07","Jawi Jawi","27365"
"2005","13","02","07","Sungai Janiah","27365"
"2006","13","02","07","Batang Barus","27365"
"2007","13","02","07","Aie Batumbuak","27365"
"2008","13","02","07","Koto Gaek Guguk","27365"
"2001","13","02","08","Muaro Paneh","27381"
"2002","13","02","08","Kinari","27381"
"2003","13","02","08","Bukit Tandang","27381"
"2004","13","02","08","Parambahan","27381"
"2005","13","02","08","Dilam","27381"
"2001","13","02","09","Taruang-Taruang","27388"
"2002","13","02","09","Siaro-Aro","27388"
"2003","13","02","09","Pianggu","27388"
"2004","13","02","09","Sungai Durian","27388"
"2005","13","02","09","Bukik Bais","27388"
"2006","13","02","09","Sungai Jambur","27388"
"2007","13","02","09","Guguak Sarai","27388"
"2008","13","02","09","Koto Laweh","27388"
"2009","13","02","09","Indudur","27388"
"2001","13","02","10","Koto Baru","27361"
"2002","13","02","10","Selayo","27361"
"2003","13","02","10","Panyakalan","27361"
"2004","13","02","10","Gaung","27361"
"2005","13","02","10","Gantuang Ciri","27361"
"2006","13","02","10","Saok Laweh","27361"
"2007","13","02","10","Koto Hilalang","27361"
"2008","13","02","10","Tanjung Bingkung","27361"
"2001","13","02","11","Sumani","27356"
"2002","13","02","11","Tikalak","27356"
"2003","13","02","11","Koto Sani","27356"
"2004","13","02","11","Singkarak","27356"
"2005","13","02","11","Aripan","27356"
"2006","13","02","11","Kacang","27356"
"2007","13","02","11","Tanjung Alai","27356"
"2008","13","02","11","Saniangbaka","27356"
"2001","13","02","12","Sulit Air","27355"
"2002","13","02","12","Tanjung Balik","27355"
"2003","13","02","12","Paninjauan","27355"
"2004","13","02","12","Kuncir","27355"
"2005","13","02","12","Katialo","27355"
"2006","13","02","12","Pasilihan","27355"
"2007","13","02","12","Bukit Kanduang","27355"
"2008","13","02","12","Sibarambang","27355"
"2009","13","02","12","Labuh Panjang","27355"
"2001","13","02","13","Paninggahan","27389"
"2002","13","02","13","Muaro Pingai","27389"
"2001","13","02","17","Talang Babungo","27372"
"2002","13","02","17","Sariak Alahan Tigo","27372"
"2003","13","02","17","Sungai Abu","27372"
"2001","13","02","18","Rangkiang Luluih","27374"
"2002","13","02","18","Batu Bajanjang","27374"
"2003","13","02","18","Garabak Data","27374"
"2004","13","02","18","Tanjung Balik Sumiso","27374"
"2005","13","02","18","Simanau","27374"
"2001","13","02","19","Simpang Tj. Nan IV","27383"
"2002","13","02","19","Kampung Batu Dalam","27383"
"2001","13","03","03","Timbulun","27571"
"2002","13","03","03","Tanjung Gadang","27571"
"2003","13","03","03","Taratak Baru","27571"
"2004","13","03","03","Pulasan","27571"
"2005","13","03","03","Langki","27571"
"2006","13","03","03","Sibakur","27571"
"2007","13","03","03","Tanjung Lolo","27571"
"2008","13","03","03","Taratak Baru Utara","27571"
"2009","13","03","03","Sinyamu","27571"
"2001","13","03","04","Muaro","27554"
"2002","13","03","04","Kandang Baru","27554"
"2003","13","03","04","Silokek","27554"
"2004","13","03","04","Pematang Panjang","27554"
"2005","13","03","04","Solok Ambah","27554"
"2006","13","03","04","Paru","27554"
"2007","13","03","04","Durian Gadang","27554"
"2008","13","03","04","Aie Angek","27554"
"2009","13","03","04","Sijunjung","27554"
"2001","13","03","05","Palangki","27561"
"2002","13","03","05","Koto Baru","27561"
"2003","13","03","05","Muaro Bodi","27561"
"2004","13","03","05","Mundam Sakti","27561"
"2005","13","03","05","Koto Tuo","27561"
"2001","13","03","06","Sungai Lansek","27572"
"2002","13","03","06","Kamang","27572"
"2003","13","03","06","Muaro Takuang","27572"
"2004","13","03","06","Aie Amo","27572"
"2005","13","03","06","Sungai Batuang","27572"
"2006","13","03","06","Kunangan Parik Rantang","27572"
"2007","13","03","06","Tanjung Kaliang","27572"
"2008","13","03","06","Padang Tarok","27572"
"2009","13","03","06","Siaur","27572"
"2010","13","03","06","Lubuk Tarantang","27572"
"2011","13","03","06","Maloro","27572"
"2001","13","03","07","Lubuak Tarok","27553"
"2002","13","03","07","Lalan","27553"
"2003","13","03","07","Buluah Kasok","27553"
"2004","13","03","07","Kampung Dalam","27553"
"2005","13","03","07","Silongo","27553"
"2006","13","03","07","Latang","27553"
"2001","13","03","08","Limo Koto","27562"
"2002","13","03","08","Palaluar","27562"
"2003","13","03","08","Guguak","27562"
"2004","13","03","08","Padang Laweh","27562"
"2005","13","03","08","Tanjung","27562"
"2006","13","03","08","Bukit Bual","27562"
"2007","13","03","08","Padang Laweh Selatan","27562"
"2001","13","03","09","Silantai","27563"
"2002","13","03","09","Sisawah","27563"
"2003","13","03","09","Unggan","27563"
"2004","13","03","09","Tanjung Bonai Aur","27563"
"2005","13","03","09","Sumpur Kudus","27563"
"2006","13","03","09","Tamparungo","27563"
"2007","13","03","09","Kumanis","27563"
"2008","13","03","09","Manganti","27563"
"2009","13","03","09","Sumpur Kudus Selatan","27563"
"2010","13","03","09","Tanjung Labuah","27563"
"2011","13","03","09","Tanjung Bonai Aur Selatan","27563"
"2001","13","03","10","Batu Manjulur","27564"
"2002","13","03","10","Pamuatan","27564"
"2003","13","03","10","Padang Sibusuk","27564"
"2004","13","03","10","Desa Kampung Baru","27564"
"2001","13","04","01","Tambangan","27151"
"2002","13","04","01","Jaho","27151"
"2003","13","04","01","Singgalang","27151"
"2004","13","04","01","Paninjauan","27151"
"2005","13","04","01","Panyalaian","27151"
"2006","13","04","01","Koto Laweh","27151"
"2007","13","04","01","Aie Angek","27151"
"2008","13","04","01","Pandai Sikek","27151"
"2009","13","04","01","Koto Baru","27151"
"2001","13","04","02","Andaleh","27265"
"2002","13","04","02","Sabu","27265"
"2003","13","04","02","Batipuah Ateh","27265"
"2004","13","04","02","Batipuah Baruah","27265"
"2005","13","04","02","Gunuang Rajo","27265"
"2006","13","04","02","Pitalah","27265"
"2007","13","04","02","Tanjuang Barulak","27265"
"2008","13","04","02","Bungo Tanjuang","27265"
"2001","13","04","03","Simawang","27271"
"2002","13","04","03","Balimbiang","27271"
"2003","13","04","03","III Koto","27271"
"2004","13","04","03","Padang Magek","27271"
"2005","13","04","03","Rambatan","27271"
"2001","13","04","04","Baringin","27213"
"2002","13","04","04","Limo Kaum","27211"
"2003","13","04","04","Parambahan","27211"
"2004","13","04","04","Cubadak","27216"
"2005","13","04","04","Labuh","27211"
"2001","13","04","05","Tanjung Barulak","27280"
"2002","13","04","05","Saruaso","27280"
"2003","13","04","05","Koto Tangah","27280"
"2004","13","04","05","Pagaruyung","27280"
"2001","13","04","06","Taluk","27292"
"2002","13","04","06","Buo","27292"
"2003","13","04","06","Tigo Jangko","27292"
"2004","13","04","06","Pangian","27292"
"2001","13","04","07","Sungai Patai","27294"
"2002","13","04","07","Andaleh Baruh Bukik","27294"
"2003","13","04","07","Tanjung","27294"
"2004","13","04","07","Sungayang","27294"
"2005","13","04","07","Minang Kabau","27294"
"2001","13","04","08","Simpuruik","27261"
"2002","13","04","08","Sungai Tarab","27261"
"2003","13","04","08","Gurun","27261"
"2004","13","04","08","Talang Tangah","27261"
"2005","13","04","08","Padang Laweh","27261"
"2006","13","04","08","Pasie Laweh","27261"
"2007","13","04","08","Koto Tuo","27261"
"2008","13","04","08","Rao Rao","27261"
"2009","13","04","08","Kumango","27261"
"2010","13","04","08","Koto Baru","27261"
"2001","13","04","09","Batu Basa","27264"
"2002","13","04","09","Tabek","27264"
"2003","13","04","09","Sawah Tangah","27264"
"2004","13","04","09","Simabur","27264"
"2005","13","04","09","Pariangan","27264"
"2006","13","04","09","Sungai Jambu","27264"
"2001","13","04","10","Sumanik","27263"
"2002","13","04","10","Situmbuk","27263"
"2003","13","04","10","Lawang Mandahiling","27263"
"2004","13","04","10","Supayang","27263"
"2005","13","04","10","Salimpaung","27263"
"2006","13","04","10","Tabek Patah","27262"
"2001","13","04","11","Atar","27282"
"2002","13","04","11","Padang Ganting","27282"
"2001","13","04","12","Tanjuang Alam","27281"
"2002","13","04","12","Barulak","27281"
"2001","13","04","13","Batu Bulek","27293"
"2002","13","04","13","Balai Tangah","27293"
"2003","13","04","13","Tanjuang Bonai","27293"
"2004","13","04","13","Lubuak Jantan","27293"
"2005","13","04","13","Tapi Selo","27293"
"2001","13","04","14","Batu Taba","27266"
"2002","13","04","14","Sumpur","27266"
"2003","13","04","14","Padang Laweh Malalo","27266"
"2004","13","04","14","Guguak Malalo","27266"
"2001","13","05","01","Lubuk Alung","25581"
"2002","13","05","01","Pungguang Kasiak Lubuk Alung","25581"
"2003","13","05","01","Pasie Laweh Lubuk Alung","25581"
"2004","13","05","01","Aie Tajun Lubuk Alung","25581"
"2005","13","05","01","Sikabu Lubuk Alung","25581"
"2006","13","05","01","Sungai Abang Lubuk Alung","25581"
"2007","13","05","01","Singguliang Lubuk Alung","25581"
"2008","13","05","01","Salibutan Lubuk Alung","25581"
"2009","13","05","01","Nagari Balah Hilia Lubuk Alung","25581"
"2001","13","05","02","Katapiang","25586"
"2002","13","05","02","Kasang","25586"
"2003","13","05","02","Sungai Buluah","25586"
"2004","13","05","02","Buayan Lubuk Alung","25586"
"2005","13","05","02","Sungai Buluah Timur","25586"
"2006","13","05","02","Sungai Buluah Barat","25586"
"2007","13","05","02","Sungai Buluah Utara","25586"
"2008","13","05","02","Sungai Buluah Selatan","25586"
"2001","13","05","03","Kapalo Koto","25571"
"2002","13","05","03","Pauh Kambar","25571"
"2003","13","05","03","Padang Bintungan","25571"
"2004","13","05","03","Kurai Taji","25571"
"2005","13","05","03","Sunua","25571"
"2006","13","05","03","Padang Kandang Pulau Air Padang Bintungan","25571"
"2007","13","05","03","Sunua Tengah","25571"
"2008","13","05","03","Sunua Barat","25571"
"2009","13","05","03","Kurai Taji Timur","25571"
"2002","13","05","04","Sicincin","25584"
"2003","13","05","04","Lubuk Pandan","25584"
"2004","13","05","04","Sungai Asam","25584"
"2001","13","05","05","Balah Aie","25576"
"2002","13","05","05","Sungai Sariak","25576"
"2003","13","05","05","Lurah Ampalu","25576"
"2004","13","05","05","Lareh Nan Panjang","25576"
"2005","13","05","05","Lareh Nan Panjang Selatan","25576"
"2006","13","05","05","Lareh Nan Panjang Barat","25576"
"2007","13","05","05","Bisati Sungai Sariak","25576"
"2008","13","05","05","Ambuang Kapua Sungai Sariak","25576"
"2009","13","05","05","Lareh Nan Panjang Sungai Sariak","25576"
"2010","13","05","05","Limpato Sungai Sariak","25576"
"2011","13","05","05","Balah Aie Utara","25576"
"2012","13","05","05","Balah Aie Timur","25576"
"2001","13","05","06","Campago","25552"
"2002","13","05","06","Sikucua","25552"
"2003","13","05","06","Campago Barat","25552"
"2004","13","05","06","Campago Selatan","25552"
"2005","13","05","06","Sikucua Utara","25552"
"2006","13","05","06","Sikucua Timur","25552"
"2007","13","05","06","Sikucua Tengah","25552"
"2008","13","05","06","Sikucua Barat","25552"
"2001","13","05","07","Kuranji Hulu","25562"
"2002","13","05","07","Malai III Koto","25562"
"2003","13","05","07","Batu Gadang Kuranji Hulu","25562"
"2004","13","05","07","Sungai Sirah Kuranji Hulu","25562"
"2001","13","05","08","Kuranji Hilir","25561"
"2002","13","05","08","Pilubang","25561"
"2003","13","05","08","Guguak Kuranji Hilir","25561"
"2004","13","05","08","Koto Tinggi Kuranji Hilir","25561"
"2001","13","05","09","III Koto Aur Malintang","25564"
"2002","13","05","09","III Koto Aur Malintang Utara","25564"
"2003","13","05","09","III Koto Aur Malintang Timur","25564"
"2004","13","05","09","III Koto Aur Malintang Selatan","25564"
"2005","13","05","09","Balai Baiak Malai III Koto","25564"
"2001","13","05","10","Tapakih","25572"
"2002","13","05","10","Ulakan","25572"
"2003","13","05","10","Padang Toboh Ulakan","25572"
"2004","13","05","10","Sungai Gimba Ulakan","25572"
"2005","13","05","10","Seulayat Ulakan","25572"
"2006","13","05","10","Manggopoh Palak Gadang Ulakan","25572"
"2007","13","05","10","Sandi Ulakan","25572"
"2008","13","05","10","Kampuang Gelapuang Ulakan","25572"
"2001","13","05","11","Sintuak","25582"
"2002","13","05","11","Toboh Gadang","25582"
"2003","13","05","11","Toboh Gadang Selatan","25582"
"2004","13","05","11","Toboh Gadang Barat","25582"
"2005","13","05","11","Toboh Gadang Timur","25582"
"2001","13","05","12","Koto Baru","25573"
"2002","13","05","12","Koto Dalam","25573"
"2003","13","05","12","Batu Kalang","25573"
"2004","13","05","12","Koto Dalam Barat","25573"
"2005","13","05","12","Koto Dalam Selatan","25573"
"2006","13","05","12","Batu Kalang Utara","25573"
"2001","13","05","13","Malai V Suku","25563"
"2002","13","05","13","Gasan Gadang","25563"
"2003","13","05","13","Malai V Suku Timur","25563"
"2001","13","05","14","Kudu Gantiang","25575"
"2002","13","05","14","Limau Puruik","25575"
"2003","13","05","14","Gunung Padang Alai","25575"
"2004","13","05","14","Kudu Gantiang Barat","25575"
"2001","13","05","15","Kayu Tanam","25585"
"2002","13","05","15","Guguak","25585"
"2003","13","05","15","Anduriang","25585"
"2004","13","05","15","Kapalo Hilalang","25585"
"2001","13","05","16","Sungai Durian","25574"
"2002","13","05","16","Tandikek","25574"
"2003","13","05","16","Tandikek Utara","25574"
"2004","13","05","16","Tandikek Selatan","25574"
"2005","13","05","16","Tandikek Barat","25574"
"2006","13","05","16","Kampuang Tanjuang Koto Mambang Sungai Durian","25574"
"2001","13","05","17","Pakandangan","25583"
"2002","13","05","17","Koto Tinggi","25583"
"2003","13","05","17","Toboh Ketek","25583"
"2004","13","05","17","Parit Malintang","25583"
"2005","13","05","17","Gadur","25583"
"2001","13","06","01","Tiku Selatan","26473"
"2002","13","06","01","Tiku Utara","26473"
"2003","13","06","01","Tiku Limo Jorong","26473"
"2004","13","06","01","Durian Kapeh Darussalam","26473"
"2001","13","06","02","Lubuk Basung","26451"
"2002","13","06","02","Garagahan","26451"
"2003","13","06","02","Kampung Pinang","26451"
"2004","13","06","02","Kampung Tangah","26451"
"2005","13","06","02","Manggopoh","26451"
"2001","13","06","03","Tanjung Sani","26471"
"2002","13","06","03","Sungai Batang","26471"
"2003","13","06","03","Maninjau","26471"
"2004","13","06","03","Bayua","26471"
"2006","13","06","03","Koto Kaciak","26471"
"2007","13","06","03","Duo Koto","26471"
"2008","13","06","03","Koto Gadang Anam Koto","26471"
"2009","13","06","03","Koto Malintang","26471"
"2010","13","06","03","Paninjauan","26471"
"2011","13","06","03","Dalko","26471"
"2001","13","06","04","Matua Hilia","26162"
"2002","13","06","04","Matua Mudiak","26162"
"2003","13","06","04","Tigo Balai","26162"
"2004","13","06","04","Lawang","26162"
"2005","13","06","04","Parik Panjang","26162"
"2006","13","06","04","Panta Pauah","26162"
"2002","13","06","05","Sungai Landia","26160"
"2003","13","06","05","Balingka","26160"
"2004","13","06","05","Koto Tuo","26160"
"2005","13","06","05","Guguak Tabek Sarojo","26160"
"2006","13","06","05","Koto Panjang","26160"
"2007","13","06","05","Sianok Anam Suku","26160"
"2008","13","06","05","Koto Gadang","26160"
"2001","13","06","06","Padang Lua","26181"
"2002","13","06","06","Taluak Ampek Suku","26181"
"2003","13","06","06","Pakan Sinayan","26181"
"2004","13","06","06","Kubang Putiah","26181"
"2005","13","06","06","Ladang Laweh","26181"
"2006","13","06","06","Cingkariang","26181"
"2007","13","06","06","Sungai Tanang","26181"
"2001","13","06","07","Batu Taba","26190"
"2002","13","06","07","Biaro Gadang","26190"
"2003","13","06","07","Lambah","26190"
"2004","13","06","07","Panampuang","26190"
"2005","13","06","07","Ampang Gadang","26190"
"2006","13","06","07","Pasia","26190"
"2008","13","06","07","Balai Gurah","26190"
"2001","13","06","08","Koto Tinggi","26192"
"2002","13","06","08","Tabek Panjang","26192"
"2004","13","06","08","Simarasok","26192"
"2005","13","06","08","Padang Tarok","26192"
"2006","13","06","08","Salo","26192"
"2007","13","06","08","Koto Baru","26192"
"2008","13","06","08","Sungai Cubadak","26192"
"2009","13","06","08","Koto Gadang","26192"
"2001","13","06","09","Koto Tangah","26153"
"2003","13","06","09","Gadut","26153"
"2004","13","06","09","Kapau","26153"
"2001","13","06","10","Koto Rantang","26151"
"2002","13","06","10","Pasia Laweh","26151"
"2003","13","06","10","Pagadih","26151"
"2004","13","06","10","Nan Tujuah","26151"
"2005","13","06","10","Nan Limo","26151"
"2001","13","06","11","Baringin","26164"
"2002","13","06","11","Sipinang","26164"
"2003","13","06","11","Sungai Puar","26164"
"2004","13","06","11","Ampek Koto Palembayan","26164"
"2005","13","06","11","Tigo Koto Silungkang","26164"
"2006","13","06","11","Salareh Aia","26164"
"2007","13","06","11","Salareh Aia Timur","26164"
"2008","13","06","11","Salareh Aia Utara","26164"
"2009","13","06","11","Salareh Aia Barat","26164"
"2001","13","06","12","Padang Laweh","26182"
"2002","13","06","12","Sungai Pua","26182"
"2003","13","06","12","Batagak","26182"
"2004","13","06","12","Batu Palano","26182"
"2005","13","06","12","Sariak","26182"
"2001","13","06","13","Batu Kambing","26161"
"2002","13","06","13","Sitalang","26161"
"2003","13","06","13","Bawan","26161"
"2004","13","06","13","Sitanang","26161"
"2001","13","06","14","Canduang Koto Laweh","26191"
"2002","13","06","14","Lasi","26191"
"2003","13","06","14","Bukik Batabuah","26191"
"2001","13","06","15","Magek","26152"
"2002","13","06","15","Kamang Hilia","26152"
"2003","13","06","15","Kamang Mudiak","26152"
"2004","13","06","15","Kamang Tangah Anam Suku","26152"
"2005","13","06","15","Pauh Kamang Mudiak","26152"
"2001","13","06","16","Malalak Utara","26163"
"2002","13","06","16","Malalak Timur","26163"
"2003","13","06","16","Malalak Selatan","26163"
"2004","13","06","16","Malalak Barat","26163"
"2001","13","07","01","Kurai","26255"
"2002","13","07","01","Sungai Rimbang","26255"
"2003","13","07","01","Tanjuang Bungo","26255"
"2004","13","07","01","Suliki","26255"
"2005","13","07","01","Limbanang","26255"
"2006","13","07","01","Andiang","26255"
"2001","13","07","02","Guguak VIII Koto","26253"
"2002","13","07","02","VII Koto Talago","26253"
"2003","13","07","02","Sungai Talang","26253"
"2004","13","07","02","Kubang","26253"
"2005","13","07","02","Simpang Sugiran","26253"
"2001","13","07","03","Koto Baru Simalanggang","26251"
"2002","13","07","03","Taeh Bukik","26251"
"2003","13","07","03","Simalanggang","26251"
"2004","13","07","03","Sungai Beringin","26251"
"2005","13","07","03","Piobang","26251"
"2006","13","07","03","Taeh Baruah","26251"
"2007","13","07","03","Koto Tangah Simalanggang","26251"
"2001","13","07","04","Tj. Haro Sikabu-kabu Pd. Panjang","26261"
"2002","13","07","04","Mungo","26261"
"2003","13","07","04","Sungai Kamuyang","26261"
"2004","13","07","04","Andaleh","26261"
"2001","13","07","05","Taram","26271"
"2002","13","07","05","Solok Bio Bio","26271"
"2003","13","07","05","Tarantang","26271"
"2004","13","07","05","Bukik Limbuku","26271"
"2005","13","07","05","Harau","26271"
"2006","13","07","05","Batu Balang","26271"
"2007","13","07","05","Sarilamak","26271"
"2008","13","07","05","Gurun","26271"
"2009","13","07","05","Lubuak Batingkok","26271"
"2010","13","07","05","Koto Tuo","26271"
"2011","13","07","05","Pilubang","26271"
"2001","13","07","06","Manggilang","26272"
"2002","13","07","06","Tanjuang Balik","26272"
"2003","13","07","06","Gunuang Malintang","26272"
"2004","13","07","06","Pangkalan","26272"
"2005","13","07","06","Koto Alam","26272"
"2006","13","07","06","Tanjung Pauh","26272"
"2001","13","07","07","Muaro Paiti","26273"
"2002","13","07","07","Koto Bangun","26273"
"2003","13","07","07","Lubuak Alai","26273"
"2004","13","07","07","Koto Lamo","26273"
"2005","13","07","07","Durian Tinggi","26273"
"2006","13","07","07","Sialang","26273"
"2007","13","07","07","Galugua","26273"
"2001","13","07","08","Pandam Gadang","26256"
"2002","13","07","08","Koto Tinggi","26256"
"2003","13","07","08","Talang Anau","26256"
"2001","13","07","09","Labuah Gunuang","26262"
"2002","13","07","09","Batu Payuang","26262"
"2003","13","07","09","Ampalu","26262"
"2004","13","07","09","Bukik Sikumpa","26262"
"2005","13","07","09","Balai Panjang","26262"
"2006","13","07","09","Halaban","26262"
"2007","13","07","09","Tanjuang Gadang","26262"
"2008","13","07","09","Sitanang","26262"
"2001","13","07","10","Situjuah Batua","26250"
"2002","13","07","10","Situjuah Ladang Laweh","26250"
"2003","13","07","10","Tungka","26250"
"2004","13","07","10","Situjuah Banda Dalam","26250"
"2005","13","07","10","Situjuah Gadang","26250"
"2001","13","07","11","Jopang Manganti","26254"
"2002","13","07","11","Simpang Kapuak","26254"
"2003","13","07","11","Mungka","26254"
"2004","13","07","11","Talang Maur","26254"
"2005","13","07","11","Sungai Antuan","26254"
"2001","13","07","12","Maek","26257"
"2002","13","07","12","Banja Loweh","26257"
"2003","13","07","12","Baruah Gunuang","26257"
"2004","13","07","12","Sungai Naniang","26257"
"2005","13","07","12","Koto Tangah","26257"
"2001","13","07","13","Sariak Laweh","26252"
"2002","13","07","13","Koto Tangah Batu Ampa","26252"
"2003","13","07","13","Batuhampar","26252"
"2004","13","07","13","Suayan","26252"
"2005","13","07","13","Sungai Balantiak","26252"
"2006","13","07","13","Pauh Sangik","26252"
"2007","13","07","13","Durian Gadang","26252"
"2001","13","08","04","Limo Koto","26381"
"2002","13","08","04","Koto Kaciak","26381"
"2003","13","08","04","Ganggo Mudiak","26381"
"2004","13","08","04","Ganggo Hilia","26381"
"2007","13","08","04","Koto Kaciak Barat","26381"
"2001","13","08","05","Tanjuang Baringin","26318"
"2002","13","08","05","Jambak","26318"
"2003","13","08","05","Durian Tinggi","26318"
"2004","13","08","05","Pauah","26318"
"2005","13","08","05","Aia Manggih","26318"
"2006","13","08","05","Sundata","26318"
"2007","13","08","05","Tanjuang Baringin Utara","26318"
"2008","13","08","05","Tanjuang Baringin Selatan","26318"
"2009","13","08","05","Aia Manggih Utara","26318"
"2010","13","08","05","Aia Manggih Selatan","26318"
"2011","13","08","05","Aia Manggih Barat","26318"
"2012","13","08","05","Sundata Utara","26318"
"2013","13","08","05","Sundata Selatan","26318"
"2001","13","08","07","Panti","26351"
"2003","13","08","07","Panti Timur","26351"
"2004","13","08","07","Panti Selatan","26351"
"2005","13","08","07","Panti Utara","26351"
"2001","13","08","08","Muara Tais","26353"
"2002","13","08","08","Lubuak Gadang","26353"
"2005","13","08","08","Pintu Padang","26353"
"2006","13","08","08","Muaro Tais Koto Gadang","26353"
"2001","13","08","12","Simpang Tonang","26311"
"2002","13","08","12","Cubadak","26311"
"2003","13","08","12","Simpang Tonang Selatan","26311"
"2004","13","08","12","Simpang Tonang Utara","26311"
"2005","13","08","12","Cubadak Timur","26311"
"2006","13","08","12","Cubadak Tengah","26311"
"2007","13","08","12","Cubadak Barat","26311"
"2001","13","08","13","Malampah","26358"
"2002","13","08","13","Ladang Panjang","26358"
"2003","13","08","13","Binjai","26358"
"2004","13","08","13","Malampah Barat","26358"
"2005","13","08","13","Ladang Panjang Barat","26358"
"2002","13","08","14","Taruang Taruang","26355"
"2005","13","08","14","Padang Mantinggi","26355"
"2008","13","08","14","Taruang Taruang Selatan","26355"
"2009","13","08","14","Taruang Taruang Utara","26355"
"2010","13","08","14","Padang Mantinggi Utara","26355"
"2001","13","08","15","Silayang","26354"
"2002","13","08","15","Muaro Sungai Lolo","26354"
"2001","13","08","16","Alahan Mati","26382"
"2002","13","08","16","Simpang","26382"
"2003","13","08","16","Alahan Mati Hilia","26382"
"2004","13","08","16","Simpang Utara","26382"
"2001","13","08","17","Padang Gelugur","26352"
"2002","13","08","17","Sontang Cubadak","26352"
"2003","13","08","17","Sitombol Padang Gelugua","26352"
"2004","13","08","17","Bahagia Padang Gelugua","26352"
"2001","13","08","18","Koto Nopan","26357"
"2002","13","08","18","Koto Rajo","26357"
"2003","13","08","18","Languang","26357"
"2001","13","08","19","Lansek Kadok","26356"
"2002","13","08","19","Lubuak Layang","26356"
"2003","13","08","19","Tanjung Betung","26356"
"2004","13","08","19","Lansek Kadok Barat","26356"
"2005","13","08","19","Tanjung Betung Utara","26356"
"2006","13","08","19","Tanjung Betung Timur","26356"
"2007","13","09","01","Betumonga","25390"
"2008","13","09","01","Silabu","25390"
"2009","13","09","01","Saumanganya","25390"
"2001","13","09","02","Bosua","25392"
"2002","13","09","02","Beriulou","25392"
"2003","13","09","02","Nemnemleleu","25392"
"2004","13","09","02","Mara","25392"
"2006","13","09","02","Sioban","25392"
"2007","13","09","02","Matobe","25392"
"2008","13","09","02","Saureinu","25392"
"2002","13","09","03","Muara Siberut","25397"
"2003","13","09","03","Maileppet","25397"
"2004","13","09","03","Muntei","25397"
"2005","13","09","03","Matotonan","25397"
"2007","13","09","03","Madobag","25397"
"2003","13","09","04","Bojakan","25395"
"2004","13","09","04","Sotboyak","25395"
"2005","13","09","04","Mongan Poula","25395"
"2006","13","09","04","Muara Sikabaluan","25395"
"2007","13","09","04","Sirilogui","25395"
"2008","13","09","04","Malancan","25395"
"2001","13","09","05","Simatalu","25394"
"2002","13","09","05","Simalegi","25394"
