kode_desa,kode_provinsi,kode_kabupaten,kode_kecamatan,nama_kelurahan,kode_pos
"2003","76","04","16","Patambanua","91353"
"2004","76","04","16","Karombang","91353"
"2005","76","04","16","Daala Timur","91353"
"2006","76","04","16","Lenggo","91353"
"2007","76","04","16","Sabura","91353"
"2008","76","04","16","Sepporakki","91353"
"2009","76","04","16","Ihing","91353"
"1001","76","05","01","Banggae","91411"
"1003","76","05","01","Baru","91415"
"1007","76","05","01","Pangali Ali","91411"
"1009","76","05","01","Totoli","91415"
"1010","76","05","01","Rangas","91415"
"1013","76","05","01","Galung","91411"
"2011","76","05","01","Palipi Soreang","91415"
"2012","76","05","01","Pamboborang","91415"
"1001","76","05","02","Lalampanua","91451"
"1002","76","05","02","Sirindu","91451"
"2003","76","05","02","Adolang","91451"
"2004","76","05","02","Bababulo","91451"
"2005","76","05","02","Bonde","91451"
"2006","76","05","02","Betteng","91451"
"2007","76","05","02","Simbang","91451"
"2008","76","05","02","Bonde Utara","91451"
"2009","76","05","02","Bababulo Utara","91451"
"2010","76","05","02","Buttu Pamboang","91451"
"2011","76","05","02","Banua Adolang","91451"
"2012","76","05","02","Adolang Dhua","91451"
"2013","76","05","02","Tinambung","91451"
"2014","76","05","02","Pesuloang","91451"
"2015","76","05","02","Balombong","91451"
"1001","76","05","03","Mosso","91452"
"1002","76","05","03","Mosso Dhua","91452"
"2004","76","05","03","Totolisi Sendana","91452"
"2007","76","05","03","Tallubanua","91452"
"2015","76","05","03","Lalatedzong","91452"
"2016","76","05","03","Binanga","91452"
"2017","76","05","03","Puttada","91452"
"2018","76","05","03","Paminggalan","91452"
"2019","76","05","03","Leppangang","91452"
"2020","76","05","03","Pundau","91452"
"2021","76","05","03","Sendana","91452"
"2022","76","05","03","Banua Sendana","91452"
"2023","76","05","03","Tallubanua Utara","91452"
"2024","76","05","03","Limboro Rambu-Rambu","91452"
"2025","76","05","03","Limbua","91452"
"2026","76","05","03","Bukit Samang","91452"
"1001","76","05","04","Malunda","91453"
"1015","76","05","04","Lamungang Batu","91453"
"2002","76","05","04","Bambangan","91453"
"2004","76","05","04","Lombang","91453"
"2005","76","05","04","Lombong","91453"
"2006","76","05","04","Mekkatta","91453"
"2010","76","05","04","Maliaya","91453"
"2011","76","05","04","Lombang Timur","91453"
"2012","76","05","04","Salutahongan","91453"
"2013","76","05","04","Lombong Timur","91453"
"2014","76","05","04","Mekkatta Selatan","91453"
"2016","76","05","04","Kayuangin","91453"
"2001","76","05","05","Kabiraan","91454"
"2002","76","05","05","Sambabo","91454"
"2003","76","05","05","Tandeallo","91454"
"2004","76","05","05","Ulumanda","91454"
"2005","76","05","05","Salutambung","91454"
"2006","76","05","05","Popenga","91454"
"2007","76","05","05","Sulai","91454"
"2008","76","05","05","Panggalo","91454"
"2001","76","05","06","Seppong","91450"
"2002","76","05","06","Tammerodo","91450"
"2003","76","05","06","Ulidang","91450"
"2004","76","05","06","Tallambalao","91450"
